"","Mean","Median","Mode","ESS","HDImass","HDIlow","HDIhigh","CompVal","PcntGtCompVal","ROPElow","ROPEhigh","PcntLtROPE","PcntInROPE","PcntGtROPE"
"theta[8]-theta[36]",-0.0127548278003137,-0.0124983912210853,-0.0123593535577034,10000,0.95,-0.0353271886003559,0.00678098218597811,0,11.65,NA,NA,NA,NA,NA
"theta[8]-theta[37]",0.0413542398238023,0.0407103905022949,0.041825774018803,10000,0.95,0.00267106453169697,0.0803446362145914,0,98.55,NA,NA,NA,NA,NA
"theta[8]-theta[38]",-0.00124507759139526,-0.00142900607664392,-0.000154364360463302,10000,0.95,-0.0318337661453897,0.0287459564278372,0,46.25,NA,NA,NA,NA,NA
"theta[8]-theta[39]",-0.018767180036922,-0.0184324215590835,-0.018640680501526,10000,0.95,-0.0395528663592244,0.000302619781841207,0,2.35,NA,NA,NA,NA,NA
"theta[8]-theta[40]",0.133857547264815,0.127750868580534,0.117496733656719,10000,0.95,0.00634848568390212,0.265697685472182,0,99.26,NA,NA,NA,NA,NA
"theta[8]-theta[41]",0.00248284412047039,0.00214101340341633,0.00216319758145299,10000,0.95,-0.0272722200096326,0.0335286936070905,0,55.91,NA,NA,NA,NA,NA
"theta[8]-theta[42]",0.0157505595875826,0.0159057784959147,0.0172176827469473,10000,0.95,-0.0111512804333329,0.0407086963818252,0,88.46,NA,NA,NA,NA,NA
"theta[8]-theta[43]",-0.0454745537927159,-0.0460333666563992,-0.0464738425717796,10000,0.95,-0.0724714051012149,-0.0189964070730212,0,0.49,NA,NA,NA,NA,NA
"theta[8]-theta[44]",-0.0040455218403121,-0.00383919614653255,-0.00321126494542329,9454.3,0.95,-0.029970555940562,0.0192067629065886,0,37.35,NA,NA,NA,NA,NA
"theta[8]-theta[45]",-0.00805366949572019,-0.00760113467750645,-0.00643511631186972,10000,0.95,-0.0279301123827725,0.0108966605954041,0,21.15,NA,NA,NA,NA,NA
"theta[8]-theta[46]",0.0275820106825822,0.0274695523036326,0.0298390547975465,10000,0.95,-0.00574897060245749,0.0584509232273041,0,95.63,NA,NA,NA,NA,NA
"theta[8]-theta[47]",0.0052005167359387,0.00546470237660862,0.00364382780513986,10000,0.95,-0.0160817440933099,0.0247044325943243,0,71.01,NA,NA,NA,NA,NA
"theta[8]-theta[48]",-0.00284176678369386,-0.00393864819573225,-0.00677538704374494,10000,0.95,-0.0374634968940448,0.0357126258291118,0,41.65,NA,NA,NA,NA,NA
"theta[8]-theta[49]",-0.0393258391941257,-0.0389761137341899,-0.0403986480029054,10000,0.95,-0.0587085271505663,-0.0200661528832389,0,0,NA,NA,NA,NA,NA
"theta[8]-theta[50]",-0.0234026187631453,-0.0231490346690238,-0.0230316613857478,10000,0.95,-0.0452297040542328,-0.00139951783398984,0,1.38,NA,NA,NA,NA,NA
"theta[8]-theta[51]",0.0261042365413726,0.0225206357832052,0.0138039493565489,10000,0.95,-0.0320298932731291,0.0935318214932342,0,77.56,NA,NA,NA,NA,NA
"theta[8]-theta[52]",0.0612965550807724,0.0556224701234293,0.0399990321836229,10000,0.95,-0.028972024622503,0.157830961930867,0,91,NA,NA,NA,NA,NA
"theta[9]-theta[10]",-0.0193579909050785,-0.0190012392081592,-0.0188408668268124,10000,0.95,-0.0461229863390885,0.00488033216222317,0,6.45,NA,NA,NA,NA,NA
"theta[9]-theta[11]",-0.0159906416520966,-0.0156033754673213,-0.0151947952613257,10000,0.95,-0.0420035361069309,0.00853403572846367,0,10.45,NA,NA,NA,NA,NA
"theta[9]-theta[12]",0.0055719359615928,0.00341961357995929,0.00430220224171735,10000,0.95,-0.0497390191261424,0.0720280532493841,0,54.37,NA,NA,NA,NA,NA
"theta[9]-theta[13]",-0.0593137390080703,-0.059119979531498,-0.0582300873140837,10000,0.95,-0.0905318019119814,-0.0318690647362481,0,0.01,NA,NA,NA,NA,NA
